#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1591.646136,36.393274,1721.000000,57555.000000,1.201723,19204820.281035,0.782597,16,0.000000
2,41.026923,30.190760,1040.000000,10249.000000,0.045011,13216488.528107,0.472923,13,0.000000
3,47.270414,31.077163,943.000000,3333.000000,0.048945,14003956.146141,0.428814,18,0.000000
4,46.215708,29.854754,904.000000,1293.000000,0.051852,12923942.019613,0.411079,15,0.000000
5,44.443362,29.497179,821.000000,526.000000,0.051079,12616211.859516,0.373336,17,0.000000
6,44.627521,29.744803,843.000000,237.000000,0.050441,12828923.015441,0.383340,19,0.000000
7,48.391720,29.010860,628.000000,85.000000,0.057498,12203634.929409,0.285573,10,0.000000
8,46.071225,27.633448,702.000000,58.000000,0.060334,11072308.207726,0.319223,10,0.000000
9,46.414708,33.646540,1659.000000,29.000000,0.040999,16415299.503575,0.754403,11,0.000000
10,48.360617,35.560340,1686.000000,23.000000,0.038244,18335798.221766,0.766681,20,0.000000
11,48.686583,40.908067,1841.000000,11.000000,0.029093,24265314.122671,0.837165,17,0.000000
12,47.348184,36.417324,1459.000000,8.000000,0.035702,19230211.294694,0.663456,16,0.000000
13,49.767903,36.624939,1159.000000,4.000000,0.037102,19450099.402136,0.527036,13,0.000000
14,51.796923,33.638589,975.000000,2.000000,0.045775,16407542.529389,0.443365,14,0.000000
15,47.486683,33.903551,826.000000,4.000000,0.041312,16667036.472044,0.375610,15,0.000000
16,53.815835,33.035716,581.000000,1.000000,0.049311,15824698.395253,0.264200,16,0.000000
17,54.503695,45.284772,1624.000000,2.000000,0.026578,29735303.373505,0.738487,17,0.000000
18,51.933225,43.084322,1842.000000,2.000000,0.027977,26915753.206488,0.837619,18,0.000000
19,58.999334,51.379510,1501.000000,0.000000,0.022349,38277884.403957,0.682555,19,0.000000
20,53.237288,34.704988,1003.000000,1.000000,0.044201,17464325.143214,0.456098,20,0.000000
21,58.443405,41.285107,1069.000000,1.000000,0.034289,24714671.166587,0.486110,11,0.000000
22,54.439919,46.312319,982.000000,1.000000,0.025382,31100048.218234,0.446548,12,0.000000
23,52.186047,31.704979,645.000000,0.000000,0.051916,14575482.603209,0.293303,13,0.000000
24,52.578554,25.957561,401.000000,0.000000,0.078033,9770026.797097,0.182348,14,0.000000
25,57.866126,44.732028,1479.000000,0.000000,0.028919,29013838.165692,0.672551,15,0.000000
26,60.330055,45.474280,1627.000000,1.000000,0.029174,29984696.695930,0.739852,16,0.000000
27,56.337859,40.713505,1252.000000,0.000000,0.033988,24035048.114391,0.569326,17,0.000000
28,54.774373,40.987511,1077.000000,0.000000,0.032604,24359652.278717,0.489748,12,0.000000
29,68.151399,43.435879,786.000000,0.000000,0.036122,27356795.496410,0.357421,14,0.000000
30,60.986894,35.151271,763.000000,0.000000,0.049358,17916372.345487,0.346962,16,0.000000
31,63.320370,41.500593,540.000000,0.000000,0.036765,24973338.612826,0.245556,11,0.000000
32,59.310954,32.195331,283.000000,0.000000,0.057220,15029820.574611,0.128690,12,0.000000
33,63.595451,44.826777,1231.000000,0.000000,0.031648,29136878.757603,0.559777,14,0.000000
34,69.092775,46.607473,1218.000000,0.000000,0.031807,31497720.433576,0.553866,16,0.000000
35,68.644622,50.080632,1255.000000,0.000000,0.027370,36367010.969985,0.570691,15,0.000000
36,62.289040,41.637970,1031.000000,0.000000,0.035928,25138947.681053,0.468830,16,0.000000
37,63.461126,47.826504,746.000000,1.000000,0.027744,33166930.165530,0.339231,12,0.000000
38,63.383164,34.128776,689.000000,0.000000,0.054417,16889213.712897,0.313311,14,0.000000
39,66.794466,36.396603,506.000000,0.000000,0.050422,19208334.101454,0.230095,11,0.000000
40,57.186364,30.540908,440.000000,1.000000,0.061310,13524832.758264,0.200083,10,0.000000
41,79.775549,53.020929,1047.000000,0.000000,0.028378,40762674.960705,0.476106,11,0.000000
42,76.959364,57.754431,1132.000000,1.000000,0.023072,48365827.646431,0.514758,13,0.000000
43,87.733836,60.972924,928.000000,0.000000,0.023599,53906613.399111,0.421993,15,0.000000
44,68.718519,44.958289,945.000000,0.000000,0.033998,29308092.408387,0.429723,16,0.000000
45,70.443456,44.395019,787.000000,0.000000,0.035741,28578306.721841,0.357875,15,0.000000
