#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1592.913532,36.713779,1781.000000,61318.000000,1.181773,19544572.664985,0.762137,16,0.000000
2,45.886239,32.376142,1090.000000,10832.000000,0.043776,15199111.428331,0.466440,13,0.000000
3,47.552297,28.669468,1023.000000,3600.000000,0.057854,11918106.359212,0.437769,18,0.000000
4,48.288210,31.806867,916.000000,1385.000000,0.047731,14669313.027974,0.391981,15,0.000000
5,45.874863,28.659011,911.000000,562.000000,0.055854,11909413.993621,0.389841,17,0.000000
6,45.606025,27.768244,863.000000,249.000000,0.059146,11180592.938213,0.369301,19,0.000000
7,49.008345,28.466850,719.000000,114.000000,0.060477,11750242.383855,0.307679,10,0.000000
8,47.993679,28.301451,791.000000,53.000000,0.059919,11614096.133653,0.338490,10,0.000000
9,48.003344,36.749915,1794.000000,32.000000,0.035543,19583066.170028,0.767700,11,0.000000
10,48.626236,36.785615,1921.000000,12.000000,0.035935,19621131.570269,0.822047,20,0.000000
11,49.506579,40.301332,1976.000000,12.000000,0.030481,23550861.214508,0.845583,17,0.000000
12,46.876309,33.761673,1528.000000,4.000000,0.041125,16527832.804020,0.653872,16,0.000000
13,48.670654,32.658581,1254.000000,9.000000,0.045632,15465452.321312,0.536620,13,0.000000
14,52.464829,35.527712,1052.000000,3.000000,0.041566,18302165.998767,0.450179,14,0.000000
15,47.674973,27.145619,923.000000,4.000000,0.064698,10684826.795425,0.394976,15,0.000000
16,54.575949,35.134064,632.000000,2.000000,0.044212,17898835.663355,0.270450,16,0.000000
17,54.690418,44.999645,1628.000000,0.000000,0.027008,29362036.592433,0.696665,17,0.000000
18,53.474253,42.660385,1942.000000,2.000000,0.029383,26388672.545663,0.831034,18,0.000000
19,61.288582,47.812351,1594.000000,1.000000,0.026810,33147302.482333,0.682115,19,0.000000
20,53.995404,37.217872,1088.000000,1.000000,0.038981,20084965.226856,0.465584,20,0.000000
21,59.008945,41.930792,1118.000000,0.000000,0.033562,25493774.331879,0.478422,11,0.000000
22,55.913333,36.040865,1050.000000,1.000000,0.043045,18834686.803175,0.449323,12,0.000000
23,51.466859,27.026477,694.000000,0.000000,0.070461,10591241.638914,0.296981,13,0.000000
24,53.391403,26.192348,442.000000,0.000000,0.077826,9947567.118302,0.189144,14,0.000000
25,57.729036,43.874648,1598.000000,0.000000,0.029989,27912279.258060,0.683827,15,0.000000
26,60.393605,52.338214,1720.000000,0.000000,0.022047,39719685.860431,0.736034,16,0.000000
27,59.718468,47.808029,1332.000000,0.000000,0.026128,33141311.315539,0.569998,17,0.000000
28,56.130194,37.605949,1083.000000,0.000000,0.039690,20506007.681034,0.463445,12,0.000000
29,65.216707,42.381386,826.000000,0.000000,0.036309,26044636.848577,0.353467,14,0.000000
30,61.400245,32.944041,817.000000,0.000000,0.056574,15736992.336952,0.349616,16,0.000000
31,60.168013,36.117304,619.000000,0.000000,0.046125,18914665.002440,0.264887,11,0.000000
32,57.312500,22.649969,320.000000,1.000000,0.111716,7438805.859375,0.136937,12,0.000000
33,63.395137,42.768627,1316.000000,0.000000,0.034658,26522753.547639,0.563152,14,0.000000
34,70.617854,48.522747,1277.000000,0.000000,0.029993,34139625.636142,0.546462,16,0.000000
35,67.651917,46.244123,1356.000000,0.000000,0.031635,31008524.869258,0.580269,15,0.000000
36,63.564440,49.826843,1063.000000,1.000000,0.025603,35999357.826631,0.454886,16,0.000000
37,65.305556,46.295340,864.000000,0.000000,0.030470,31077248.070988,0.369729,12,0.000000
38,65.301587,37.866258,756.000000,0.000000,0.045543,20790875.598388,0.323513,14,0.000000
39,64.083172,34.856640,517.000000,0.000000,0.052744,17617287.509026,0.221238,11,0.000000
40,56.250585,26.473450,427.000000,0.000000,0.080261,10162231.186482,0.182725,10,0.000000
41,84.734694,57.856501,1029.000000,0.000000,0.025314,48536933.222268,0.440337,11,0.000000
42,78.741886,61.454358,1294.000000,0.000000,0.020850,54761253.440561,0.553737,13,0.000000
43,88.108000,57.202031,1000.000000,0.000000,0.026927,47445048.872000,0.427927,15,0.000000
44,66.158537,45.344518,984.000000,1.000000,0.032176,29813816.453500,0.421080,16,0.000000
45,68.573830,40.706305,833.000000,0.000000,0.041384,24026547.163884,0.356463,15,0.000000
46,196.071601,205.377464,3729.000000,0.000000,0.004648,611608591.927289,1.595739,16,0.000000
