1,1510.030000,1.734676,500.000000
2,1516.766000,1.698012,500.000000
3,1525.616000,1.687763,500.000000
4,1512.378000,1.677831,500.000000
5,1519.482000,1.633914,500.000000
6,1519.018000,1.692831,500.000000
7,1524.794000,1.795429,500.000000
8,1518.318000,1.705543,500.000000
9,1514.126000,1.820474,500.000000
10,1519.874000,1.737275,500.000000
11,1526.402000,1.733319,500.000000
12,1527.612000,1.600455,500.000000
13,1512.044000,1.657125,500.000000
14,1519.534000,1.577607,500.000000
15,1521.454000,1.616132,500.000000
16,1530.554000,1.808614,500.000000
17,1521.802000,1.696702,500.000000
18,1518.176000,1.776802,500.000000
19,1525.928000,1.636709,500.000000
20,1529.778000,1.765422,500.000000
21,1519.658000,1.564940,500.000000
22,1513.982000,1.840021,500.000000
23,1513.828000,1.793994,500.000000
24,1521.672000,1.787852,500.000000
25,1534.002000,1.738389,500.000000
26,1510.506000,1.635226,500.000000
27,1519.692000,1.645945,500.000000
28,1542.810000,1.670299,500.000000
29,1522.152000,1.669999,500.000000
30,1516.366000,1.661338,500.000000
31,1527.472000,1.561159,500.000000
32,1529.384000,1.721785,500.000000
33,1522.920000,1.818131,500.000000
34,1518.832000,1.669663,500.000000
35,1525.396000,1.752479,500.000000
36,1535.866000,1.705299,500.000000
37,1508.976000,1.623399,500.000000
38,1529.292000,1.693144,500.000000
39,1516.964000,1.612050,500.000000
40,1517.806000,1.741368,500.000000
41,1519.460000,1.659036,500.000000
42,1499.570000,1.700912,500.000000
43,1528.698000,1.750085,500.000000
44,1521.260000,1.672244,500.000000
45,1518.142000,1.716344,500.000000
46,1518.128000,1.705173,500.000000
47,1509.442000,1.652464,500.000000
48,1519.958000,1.567238,500.000000
49,1508.816000,1.724571,500.000000
50,1518.836000,1.599095,500.000000
51,1521.632000,1.600180,500.000000
52,1516.968000,1.766062,500.000000
53,1520.736000,1.589435,500.000000
54,1515.342000,1.781302,500.000000
55,1510.446000,1.665858,500.000000
56,1519.064000,1.640702,500.000000
57,1522.592000,1.648495,500.000000
58,1518.818000,1.627537,500.000000
59,1513.174000,1.798812,500.000000
60,1503.276000,1.611156,500.000000
61,1515.688000,1.781756,500.000000
62,1505.370000,1.499700,500.000000
63,1519.668000,1.625354,500.000000
64,1524.752000,1.755704,500.000000
