#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1561.183709,31.116149,2308.000000,113753.000000,1.612435,14039113.194660,0.799792,16,0.000000
2,12.531206,30.790128,2852.000000,19969.000000,0.013218,13746463.911526,0.988304,13,0.000000
3,14.068144,33.535702,3023.000000,6469.000000,0.012509,16307328.219377,1.047561,18,0.000000
4,17.475581,40.254935,3358.000000,3027.000000,0.010784,23496667.129150,1.163649,15,0.000000
5,16.868940,33.609895,2991.000000,1467.000000,0.014933,16379563.145640,1.036472,17,0.000000
6,10.483492,26.468538,2726.000000,657.000000,0.014964,10158460.742199,0.944642,19,0.000000
7,12.182378,27.104159,2599.000000,351.000000,0.016583,10652213.488852,0.900632,10,0.000000
8,10.818847,24.692802,2186.000000,161.000000,0.017744,8841149.682913,0.757515,10,0.000000
9,14.348883,35.093931,3044.000000,96.000000,0.011651,17857968.092134,1.054838,11,0.000000
10,44.386847,57.414078,3619.000000,64.000000,0.013465,47797456.692868,1.254093,20,0.000000
11,20.752347,46.729975,3622.000000,32.000000,0.009503,31663513.389385,1.255133,17,0.000000
12,13.359389,37.737489,3403.000000,21.000000,0.009381,20649711.564542,1.179243,16,0.000000
13,38.260222,39.565997,3155.000000,11.000000,0.024440,22699287.305745,1.093303,13,0.000000
14,12.698599,29.331349,3069.000000,21.000000,0.014760,12474756.396127,1.063501,14,0.000000
15,12.802232,27.967402,2867.000000,9.000000,0.016367,11341545.502534,0.993502,15,0.000000
16,11.767757,24.363933,2140.000000,6.000000,0.019824,8607217.925255,0.741575,16,0.000000
17,17.360985,42.152681,3086.000000,8.000000,0.009771,25764304.067414,1.069392,17,0.000000
18,23.599567,48.261985,3696.000000,3.000000,0.010132,33773678.534083,1.280776,18,0.000000
19,23.484581,46.269352,3405.000000,4.000000,0.010970,31042367.222691,1.179936,19,0.000000
20,18.711595,38.139698,3079.000000,4.000000,0.012863,21092230.357499,1.066967,20,0.000000
21,14.379772,30.590677,3065.000000,2.000000,0.015366,13568947.854361,1.062115,11,0.000000
22,15.310752,31.824389,2967.000000,2.000000,0.015117,14685479.846731,1.028155,12,0.000000
23,32.942507,33.636354,2696.000000,0.000000,0.029116,16405362.865513,0.934246,13,0.000000
24,12.798165,23.861714,1635.000000,0.000000,0.022477,8256030.024630,0.566577,14,0.000000
25,20.252739,41.418749,2829.000000,1.000000,0.011806,24874935.281107,0.980334,15,0.000000
26,19.180190,46.576676,3574.000000,1.000000,0.008841,31456107.205982,1.238499,16,0.000000
27,21.608776,41.735126,3236.000000,0.000000,0.012406,25256400.430027,1.121372,17,0.000000
