#x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
9.500000,0.000000,367.000000,380.000000,659.000000,817.000000,407.000000,521.000000,451.000000,343.000000,1464.000000,603.000000,286.000000,1024.000000,413.000000,575.000000,471.000000,333.000000,710.000000,757.000000,695.000000,443.000000,638.000000,1144.000000,438.000000,446.000000,305.000000,886.000000,807.000000,1729.000000,463.000000,560.000000,315.000000,1192.000000,1169.000000,630.000000,688.000000,406.000000,380.000000,509.000000,314.000000,423.000000,1580.000000,1048.000000,1172.000000,641.000000,257.000000,3.000000,812.000000,125.000000,122.000000,147.000000,169.000000,134.000000,168.000000,201.000000,0.000010,90.000000,317.000000,663.000000,888.000000,857.000000,813.000000,1030.000000,1001.000000
28.500000,0.000000,155.000000,262.000000,261.000000,296.000000,189.000000,220.000000,180.000000,161.000000,983.000000,265.000000,167.000000,1228.000000,188.000000,209.000000,202.000000,167.000000,312.000000,313.000000,244.000000,227.000000,262.000000,847.000000,179.000000,236.000000,183.000000,326.000000,303.000000,480.000000,206.000000,199.000000,103.000000,752.000000,378.000000,275.000000,242.000000,208.000000,196.000000,225.000000,126.000000,215.000000,645.000000,341.000000,377.000000,1215.000000,280.000000,5.000000,314.000000,100.000000,133.000000,115.000000,152.000000,126.000000,166.000000,184.000000,0.000000,246.000000,771.000000,803.000000,820.000000,795.000000,866.000000,614.000000,904.000000
47.500000,0.000000,106.000000,140.000000,136.000000,172.000000,102.000000,127.000000,82.000000,130.000000,338.000000,153.000000,107.000000,334.000000,137.000000,127.000000,107.000000,130.000000,163.000000,183.000000,164.000000,149.000000,145.000000,320.000000,96.000000,149.000000,143.000000,193.000000,170.000000,243.000000,109.000000,108.000000,65.000000,299.000000,238.000000,163.000000,159.000000,137.000000,92.000000,128.000000,59.000000,120.000000,333.000000,204.000000,205.000000,371.000000,287.000000,2.000000,222.000000,102.000000,91.000000,108.000000,128.000000,131.000000,149.000000,163.000000,0.000000,308.000000,753.000000,659.000000,613.000000,564.000000,649.000000,323.000000,591.000000
66.500000,0.000000,82.000000,65.000000,103.000000,94.000000,56.000000,59.000000,66.000000,73.000000,209.000000,133.000000,85.000000,191.000000,88.000000,94.000000,52.000000,105.000000,128.000000,119.000000,95.000000,101.000000,92.000000,151.000000,44.000000,103.000000,95.000000,115.000000,139.000000,144.000000,70.000000,71.000000,25.000000,184.000000,164.000000,127.000000,81.000000,73.000000,78.000000,55.000000,21.000000,101.000000,193.000000,133.000000,132.000000,208.000000,386.000000,0.000000,140.000000,111.000000,91.000000,116.000000,140.000000,157.000000,147.000000,193.000000,0.000000,355.000000,581.000000,482.000000,337.000000,342.000000,384.000000,218.000000,349.000000
85.500000,0.000000,62.000000,50.000000,81.000000,48.000000,47.000000,52.000000,23.000000,65.000000,159.000000,84.000000,66.000000,124.000000,43.000000,52.000000,34.000000,65.000000,104.000000,94.000000,72.000000,59.000000,70.000000,90.000000,23.000000,66.000000,66.000000,88.000000,86.000000,85.000000,40.000000,34.000000,13.000000,120.000000,114.000000,84.000000,66.000000,53.000000,40.000000,44.000000,11.000000,63.000000,130.000000,93.000000,95.000000,132.000000,393.000000,0.000000,91.000000,95.000000,113.000000,114.000000,147.000000,162.000000,158.000000,224.000000,0.000000,383.000000,377.000000,289.000000,252.000000,246.000000,205.000000,175.000000,210.000000
104.500000,0.000000,32.000000,48.000000,51.000000,47.000000,23.000000,26.000000,14.000000,41.000000,91.000000,61.000000,32.000000,87.000000,37.000000,33.000000,15.000000,49.000000,67.000000,72.000000,63.000000,34.000000,32.000000,61.000000,11.000000,54.000000,52.000000,64.000000,52.000000,65.000000,30.000000,21.000000,3.000000,73.000000,78.000000,59.000000,42.000000,33.000000,25.000000,20.000000,3.000000,37.000000,114.000000,78.000000,54.000000,96.000000,348.000000,1.000000,77.000000,116.000000,95.000000,97.000000,162.000000,156.000000,162.000000,211.000000,0.000000,388.000000,244.000000,175.000000,174.000000,172.000000,149.000000,144.000000,147.000000
123.500000,0.000000,23.000000,28.000000,37.000000,31.000000,12.000000,14.000000,11.000000,25.000000,80.000000,58.000000,33.000000,51.000000,21.000000,13.000000,12.000000,41.000000,53.000000,52.000000,26.000000,27.000000,22.000000,30.000000,6.000000,45.000000,53.000000,50.000000,38.000000,56.000000,12.000000,10.000000,3.000000,49.000000,60.000000,58.000000,35.000000,18.000000,13.000000,12.000000,4.000000,28.000000,79.000000,47.000000,38.000000,73.000000,300.000000,0.000000,51.000000,137.000000,106.000000,119.000000,153.000000,188.000000,196.000000,255.000000,0.000000,317.000000,164.000000,149.000000,135.000000,111.000000,121.000000,111.000000,141.000000
142.500000,0.000000,11.000000,15.000000,24.000000,13.000000,6.000000,8.000000,6.000000,21.000000,69.000000,44.000000,24.000000,29.000000,12.000000,7.000000,4.000000,18.000000,41.000000,32.000000,29.000000,22.000000,15.000000,13.000000,4.000000,30.000000,36.000000,29.000000,17.000000,33.000000,12.000000,4.000000,0.000000,41.000000,37.000000,43.000000,14.000000,18.000000,10.000000,12.000000,1.000000,30.000000,57.000000,33.000000,33.000000,41.000000,291.000000,0.000000,47.000000,161.000000,111.000000,138.000000,193.000000,217.000000,175.000000,263.000000,0.000000,229.000000,141.000000,121.000000,134.000000,106.000000,109.000000,73.000000,110.000000
161.500000,0.000000,5.000000,11.000000,17.000000,6.000000,3.000000,1.000000,3.000000,16.000000,51.000000,21.000000,9.000000,32.000000,17.000000,5.000000,5.000000,19.000000,26.000000,32.000000,12.000000,13.000000,10.000000,10.000000,2.000000,16.000000,26.000000,20.000000,13.000000,14.000000,6.000000,3.000000,1.000000,25.000000,28.000000,19.000000,20.000000,11.000000,3.000000,6.000000,0.000000,14.000000,44.000000,27.000000,22.000000,33.000000,226.000000,0.000000,40.000000,163.000000,127.000000,135.000000,184.000000,218.000000,204.000000,279.000000,0.000000,194.000000,102.000000,93.000000,92.000000,73.000000,87.000000,75.000000,70.000000
180.500000,0.000000,4.000000,6.000000,13.000000,14.000000,6.000000,3.000000,0.000000,9.000000,40.000000,14.000000,9.000000,11.000000,11.000000,4.000000,0.000000,13.000000,31.000000,18.000000,13.000000,3.000000,4.000000,10.000000,1.000000,11.000000,24.000000,19.000000,6.000000,18.000000,5.000000,2.000000,1.000000,21.000000,16.000000,20.000000,11.000000,9.000000,4.000000,4.000000,0.000000,12.000000,47.000000,14.000000,12.000000,20.000000,197.000000,0.000000,36.000000,145.000000,122.000000,143.000000,167.000000,213.000000,225.000000,227.000000,0.000000,141.000000,105.000000,84.000000,63.000000,65.000000,77.000000,50.000000,64.000000
