#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1563.866736,35.181858,2889.000000,140633.000000,1.263462,17947565.438952,0.824253,16,0.000000
2,12.218733,30.776215,3598.000000,24573.000000,0.012900,13734043.428068,1.026535,13,0.000000
3,14.094979,35.605049,3864.000000,7995.000000,0.011118,18381932.906660,1.102427,18,0.000000
4,17.228487,39.377503,4044.000000,3597.000000,0.011111,22483522.019727,1.153782,15,0.000000
5,15.500413,32.391854,3635.000000,1751.000000,0.014773,15213867.091532,1.037092,17,0.000000
6,9.728666,23.659781,3328.000000,868.000000,0.017379,8116885.912091,0.949502,19,0.000000
7,11.471469,26.873386,3207.000000,426.000000,0.015885,10471593.825306,0.914980,10,0.000000
8,10.987711,23.676642,2604.000000,218.000000,0.019600,8128458.831830,0.742940,10,0.000000
9,12.392857,31.011246,3612.000000,142.000000,0.012886,13944611.880643,1.030530,11,0.000000
10,42.090458,56.363479,4433.000000,79.000000,0.013249,46064205.055592,1.264767,20,0.000000
11,20.797122,48.157075,4308.000000,34.000000,0.008968,33627005.892622,1.229103,17,0.000000
12,13.735191,38.055789,4271.000000,23.000000,0.009484,20999524.706230,1.218547,16,0.000000
13,37.974392,42.251569,3866.000000,15.000000,0.021272,25885328.709699,1.102998,13,0.000000
14,10.701745,27.123461,3782.000000,11.000000,0.014547,10667390.924607,1.079032,14,0.000000
15,12.687841,30.233781,3668.000000,13.000000,0.013880,13254182.236564,1.046507,15,0.000000
16,11.839246,23.584884,2706.000000,11.000000,0.021284,8065577.950624,0.772041,16,0.000000
17,16.902866,42.093472,3768.000000,9.000000,0.009540,25691975.811827,1.075038,17,0.000000
18,24.671531,49.735308,4454.000000,2.000000,0.009974,35867212.314534,1.270758,18,0.000000
19,24.426800,52.656181,4194.000000,1.000000,0.008810,40203764.068530,1.196578,19,0.000000
20,15.869137,34.569709,3859.000000,1.000000,0.013279,17328439.184193,1.101001,20,0.000000
21,14.828032,34.199971,3710.000000,2.000000,0.012677,16959751.458034,1.058490,11,0.000000
22,16.306410,33.164485,3479.000000,1.000000,0.014826,15948304.765107,0.992584,12,0.000000
23,32.774883,36.426978,3416.000000,0.000000,0.024700,19240408.765513,0.974609,13,0.000000
24,12.134820,22.871361,1973.000000,4.000000,0.023198,7584937.585177,0.562911,14,0.000000
25,18.683351,39.104408,3676.000000,1.000000,0.012218,22172744.006292,1.048789,15,0.000000
26,20.150185,51.897928,4328.000000,0.000000,0.007481,39054226.643427,1.234810,16,0.000000
27,23.014447,45.976346,4084.000000,1.000000,0.010888,30650453.149515,1.165195,17,0.000000
28,18.248230,36.507741,4097.000000,2.000000,0.013691,19325820.094168,1.168904,12,0.000000
29,26.852351,39.206321,3637.000000,2.000000,0.017469,22288466.313162,1.037662,14,0.000000
30,12.108085,29.397823,3488.000000,1.000000,0.014010,12531363.557263,0.995152,16,0.000000
31,14.037405,25.985311,2513.000000,1.000000,0.020789,9790927.408262,0.716977,11,0.000000
32,9.600713,19.821597,1683.000000,0.000000,0.024436,5696987.645721,0.480172,12,0.000000
33,36.791387,43.666666,3576.000000,0.000000,0.019295,27648276.834940,1.020259,14,0.000000
34,28.746641,54.065545,4168.000000,1.000000,0.009834,42384705.033910,1.189160,16,0.000000
35,21.157150,41.085900,3888.000000,1.000000,0.012533,24476741.580734,1.109274,15,0.000000
36,20.993384,41.466242,3174.000000,0.000000,0.012209,24932013.258593,0.905565,16,0.000000
