#x,y,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,norm_mean
0.500000,0.500000,0.000000,0.000000,0.000000,69672.000000,0.000000,0.000000,0.000000
0.500000,1.500000,0.000000,0.000000,0.000000,11527.000000,0.000000,0.000000,0.000000
0.500000,2.500000,0.000000,0.000000,0.000000,2279.000000,0.000000,0.000000,0.000000
0.500000,3.500000,0.000000,0.000000,0.000000,560.000000,0.000000,0.000000,0.000000
0.500000,4.500000,0.000000,0.000000,0.000000,174.000000,0.000000,0.000000,0.000000
0.500000,5.500000,0.000000,0.000000,0.000000,74.000000,0.000000,0.000000,0.000000
0.500000,6.500000,0.000000,0.000000,0.000000,28.000000,0.000000,0.000000,0.000000
0.500000,7.500000,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000
0.500000,8.500000,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000

1.500000,0.500000,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000
1.500000,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000
1.500000,2.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
1.500000,3.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,4.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,5.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,6.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.500000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

2.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

3.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

4.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,7.500000,249.544839,252.393435,4873.000000,0.000000,0.003917,923685470.257363,0.000000
4.500000,8.500000,162.990227,180.566439,4400.000000,0.000000,0.004999,472761462.137887,0.000000

5.500000,0.500000,162.990227,180.566439,4400.000000,0.000000,0.004999,472761462.137887,0.000000
5.500000,1.500000,408.279884,377.259537,5513.000000,0.000000,0.002869,2063708991.749921,0.000000
5.500000,2.500000,465.748801,415.740714,5629.000000,0.000000,0.002695,2506184947.888412,0.000000
5.500000,3.500000,411.707941,382.746772,5742.000000,0.000000,0.002810,2124178826.307750,0.000000
5.500000,4.500000,373.702668,351.344928,5509.000000,0.000000,0.003027,1789927247.971728,0.000000
5.500000,5.500000,347.850805,332.904111,5342.000000,0.000000,0.003139,1606964633.719077,0.000000
5.500000,6.500000,311.353823,311.426997,5206.000000,0.000000,0.003210,1406308225.269788,0.000000
5.500000,7.500000,281.955551,293.653249,4927.000000,0.000000,0.003270,1250367341.049796,0.000000
5.500000,8.500000,93.117055,93.211491,3178.000000,0.000000,0.010717,125981541.097127,0.000000

6.500000,0.500000,93.117055,93.211491,3178.000000,0.000000,0.010717,125981541.097127,0.000000
6.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.500000,2.500000,74.729020,50.130134,1561.000000,0.000000,0.029737,36438940.066179,0.000000
6.500000,3.500000,140.421758,145.328966,4403.000000,0.000000,0.006649,306247369.528983,0.000000
6.500000,4.500000,137.354518,150.390383,4626.000000,0.000000,0.006073,327950376.040497,0.000000
6.500000,5.500000,120.452402,132.302581,4496.000000,0.000000,0.006881,253807605.939463,0.000000
6.500000,6.500000,124.239884,134.033083,4473.000000,0.000000,0.006916,260490576.407047,0.000000
6.500000,7.500000,108.559780,113.079567,3814.000000,0.000000,0.008490,185411332.228138,0.000000
6.500000,8.500000,171.493864,181.699434,4074.000000,0.000000,0.005194,478712924.159432,0.000000

7.500000,0.500000,171.493864,181.699434,4074.000000,0.000000,0.005194,478712924.159432,0.000000
7.500000,1.500000,128.068916,135.515599,4179.000000,0.000000,0.006974,266284926.108339,0.000000
7.500000,2.500000,126.553808,132.740235,3624.000000,0.000000,0.007182,255489565.910052,0.000000
7.500000,3.500000,117.855319,115.762339,3525.000000,0.000000,0.008795,194313328.534782,0.000000
7.500000,4.500000,122.091860,130.355998,3919.000000,0.000000,0.007185,246393948.836418,0.000000
7.500000,5.500000,112.626712,117.831366,3796.000000,0.000000,0.008112,201321346.350069,0.000000
7.500000,6.500000,109.939878,103.329769,3443.000000,0.000000,0.010297,154817096.149828,0.000000
7.500000,7.500000,101.652032,99.303159,3371.000000,0.000000,0.010308,142986202.636285,0.000000
7.500000,8.500000,0,0,0,0,0,0,0

8.500000,0.500000,0,0,0,0,0,0,0
8.500000,1.500000,0,0,0,0,0,0,0
8.500000,2.500000,0,0,0,0,0,0,0
8.500000,3.500000,0,0,0,0,0,0,0
8.500000,4.500000,0,0,0,0,0,0,0
8.500000,5.500000,0,0,0,0,0,0,0
8.500000,6.500000,0,0,0,0,0,0,0
8.500000,7.500000,0,0,0,0,0,0,0
8.500000,8.500000,0,0,0,0,0,0,0

