39,1,0,1519.296000,1.926755,500.000000
39,1,1,1555.680000,2.034109,500.000000
39,1,2,1537.030000,1.962931,500.000000
39,1,3,1529.164000,1.980178,500.000000
39,1,4,1536.554000,1.789716,500.000000
39,1,5,1542.480000,1.893568,500.000000
39,1,6,1544.784000,2.010309,500.000000
39,1,7,1536.538000,1.847310,500.000000
39,1,8,1554.410000,1.899974,500.000000
39,1,9,1550.048000,1.836762,500.000000
39,1,10,1535.554000,1.788598,500.000000
39,1,11,1545.944000,1.856034,500.000000
39,1,12,1556.234000,1.946084,500.000000
39,1,13,1539.090000,1.719855,500.000000
39,1,14,1538.880000,1.733667,500.000000
39,1,15,1537.062000,1.725733,500.000000
39,1,16,1543.858000,1.689330,500.000000
39,1,17,1521.810000,1.708186,500.000000
39,1,18,1540.384000,1.703098,500.000000
39,1,19,1544.328000,1.692459,500.000000
39,1,20,1547.128000,1.723838,500.000000
39,1,21,1527.966000,1.625067,500.000000
39,1,22,1543.688000,1.703718,500.000000
39,1,23,1544.204000,1.770419,500.000000
39,1,24,1538.942000,1.613269,500.000000
39,1,25,1533.468000,1.734640,500.000000
39,1,26,1532.538000,1.720627,500.000000
39,1,27,1538.344000,1.686910,500.000000
39,1,28,1536.670000,1.503695,500.000000
39,1,29,1542.658000,1.617726,500.000000
39,1,30,1540.668000,1.749793,500.000000
39,1,31,1535.894000,1.571866,500.000000
39,1,32,1531.592000,1.755430,500.000000
39,1,33,1534.596000,1.707859,500.000000
39,1,34,1543.012000,1.621066,500.000000
39,1,35,1537.550000,1.655143,500.000000
39,1,36,1539.210000,1.652241,500.000000
39,1,37,1541.298000,1.759885,500.000000
39,1,38,1537.990000,1.697616,500.000000
39,1,39,1546.994000,1.747559,500.000000
39,1,40,1550.166000,1.752268,500.000000
39,1,41,1539.826000,1.934871,500.000000
39,1,42,1525.258000,1.968613,500.000000
39,1,43,1535.704000,1.940202,500.000000
39,1,44,1539.774000,2.116347,500.000000
39,1,45,1521.098000,2.002098,500.000000
39,1,46,1543.932000,2.007829,500.000000
39,1,47,1540.610000,1.988442,500.000000
39,1,48,1530.222000,1.690182,500.000000
39,1,49,1529.866000,1.843921,500.000000
39,1,50,1547.724000,1.719251,500.000000
39,1,51,1543.092000,1.879238,500.000000
39,1,52,1527.496000,1.768045,500.000000
39,1,53,1533.260000,1.891137,500.000000
39,1,54,1540.898000,1.810965,500.000000
39,1,55,1518.424000,1.794498,500.000000
39,1,56,1529.684000,1.767525,500.000000
39,1,57,1532.928000,1.735170,500.000000
39,1,58,1538.540000,1.766465,500.000000
39,1,59,1524.946000,1.762692,500.000000
39,1,60,1524.718000,1.857546,500.000000
39,1,61,1534.852000,1.708244,500.000000
39,1,62,1534.562000,1.722253,500.000000
39,1,63,1539.906000,1.793645,500.000000
39,2,0,1555.347439,3.047435,449.000000
39,2,1,1557.587973,3.079776,449.000000
39,2,2,1563.247216,3.092328,449.000000
39,2,3,1550.416481,2.965698,449.000000
39,2,4,1554.804009,3.034601,449.000000
39,2,5,1539.091314,3.082841,449.000000
39,2,6,1559.120267,3.298615,449.000000
39,2,7,1556.351893,3.208563,449.000000
39,2,8,1559.057906,3.157518,449.000000
39,2,9,1556.743875,3.206878,449.000000
39,2,10,1561.977728,3.210429,449.000000
39,2,11,1568.763920,3.115796,449.000000
39,2,12,1552.436526,3.052051,449.000000
39,2,13,1544.835189,3.124657,449.000000
39,2,14,1555.659243,3.090637,449.000000
39,2,15,1560.966592,3.107753,449.000000
39,2,16,1567.138085,2.916598,449.000000
39,2,17,1575.084633,2.890266,449.000000
39,2,18,1561.093541,3.404462,449.000000
39,2,19,1561.340757,2.797097,449.000000
39,2,20,1552.389755,2.856163,449.000000
39,2,21,1564.832962,2.775358,449.000000
39,2,22,1556.527840,2.641076,449.000000
39,2,23,1562.930958,2.637261,449.000000
39,2,24,1550.302895,2.570523,449.000000
39,2,25,1568.957684,2.447760,449.000000
39,2,26,1568.445434,2.494945,449.000000
39,2,27,1556.884187,2.467597,449.000000
39,2,28,1553.768374,2.460336,449.000000
39,2,29,1558.149220,2.474368,449.000000
39,2,30,1555.968820,2.442918,449.000000
39,2,31,1554.271715,2.371345,449.000000
