#x,y,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,norm_mean
0.500000,0.500000,0.000000,0.000000,0.000000,70824.000000,0.000000,0.000000,0.000000
0.500000,1.500000,0.000000,0.000000,0.000000,12037.000000,0.000000,0.000000,0.000000
0.500000,2.500000,0.000000,0.000000,0.000000,2323.000000,0.000000,0.000000,0.000000
0.500000,3.500000,0.000000,0.000000,0.000000,551.000000,0.000000,0.000000,0.000000
0.500000,4.500000,0.000000,0.000000,0.000000,184.000000,0.000000,0.000000,0.000000
0.500000,5.500000,0.000000,0.000000,0.000000,72.000000,0.000000,0.000000,0.000000
0.500000,6.500000,0.000000,0.000000,0.000000,32.000000,0.000000,0.000000,0.000000
0.500000,7.500000,0.000000,0.000000,0.000000,17.000000,0.000000,0.000000,0.000000
0.500000,8.500000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000

1.500000,0.500000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000
1.500000,1.500000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000
1.500000,2.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000
1.500000,3.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,4.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
1.500000,5.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,6.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,7.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

2.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,2.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
2.500000,3.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
2.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

3.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

4.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,7.500000,245.044687,255.017637,5035.000000,0.000000,0.003768,942992933.606364,0.000000
4.500000,8.500000,162.330579,173.197177,4477.000000,0.000000,0.005412,434960301.493215,0.000000

5.500000,0.500000,162.330579,173.197177,4477.000000,0.000000,0.005412,434960301.493215,0.000000
5.500000,1.500000,410.168153,381.667195,5608.000000,0.000000,0.002816,2112212793.021556,0.000000
5.500000,2.500000,459.116112,405.649340,5710.000000,0.000000,0.002790,2385995117.207791,0.000000
5.500000,3.500000,399.538448,369.834838,5774.000000,0.000000,0.002921,1983278204.881398,0.000000
5.500000,4.500000,381.246933,360.443157,5625.000000,0.000000,0.002934,1883829407.357982,0.000000
5.500000,5.500000,345.799490,339.883977,5491.000000,0.000000,0.002993,1675056203.871662,0.000000
5.500000,6.500000,296.877707,289.946703,5217.000000,0.000000,0.003531,1219001814.581566,0.000000
5.500000,7.500000,281.242877,290.338706,5089.000000,0.000000,0.003336,1222300182.582456,0.000000
5.500000,8.500000,93.465704,90.726592,3324.000000,0.000000,0.011355,119354058.907540,0.000000

6.500000,0.500000,93.465704,90.726592,3324.000000,0.000000,0.011355,119354058.907540,0.000000
6.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.500000,2.500000,74.378894,61.136358,1573.000000,0.000000,0.019900,54195987.030827,0.000000
6.500000,3.500000,141.528051,149.897437,4581.000000,0.000000,0.006299,325804002.807168,0.000000
6.500000,4.500000,130.638328,145.561455,4905.000000,0.000000,0.006166,307227987.709934,0.000000
6.500000,5.500000,122.474170,137.396828,4549.000000,0.000000,0.006488,273729381.428311,0.000000
6.500000,6.500000,127.767221,143.346936,4747.000000,0.000000,0.006218,297950990.479235,0.000000
6.500000,7.500000,113.695509,121.342341,3941.000000,0.000000,0.007722,213497472.431444,0.000000
6.500000,8.500000,171.403626,180.757059,4192.000000,0.000000,0.005246,473760157.070811,0.000000

7.500000,0.500000,171.403626,180.757059,4192.000000,0.000000,0.005246,473760157.070811,0.000000
7.500000,1.500000,131.966334,144.960197,4307.000000,0.000000,0.006280,304695149.458317,0.000000
7.500000,2.500000,122.253857,122.588065,3695.000000,0.000000,0.008135,217903590.066817,0.000000
7.500000,3.500000,119.116195,116.361404,3606.000000,0.000000,0.008797,196329655.450882,0.000000
7.500000,4.500000,122.765790,138.630207,4069.000000,0.000000,0.006388,278665845.679720,0.000000
7.500000,5.500000,112.949326,119.528479,3710.000000,0.000000,0.007906,207162330.421313,0.000000
7.500000,6.500000,117.370413,120.653476,3461.000000,0.000000,0.008063,211080287.890633,0.000000
7.500000,7.500000,104.388218,110.086500,3395.000000,0.000000,0.008614,175726043.819270,0.000000
7.500000,8.500000,0,0,0,0,0,0,0

8.500000,0.500000,0,0,0,0,0,0,0
8.500000,1.500000,0,0,0,0,0,0,0
8.500000,2.500000,0,0,0,0,0,0,0
8.500000,3.500000,0,0,0,0,0,0,0
8.500000,4.500000,0,0,0,0,0,0,0
8.500000,5.500000,0,0,0,0,0,0,0
8.500000,6.500000,0,0,0,0,0,0,0
8.500000,7.500000,0,0,0,0,0,0,0
8.500000,8.500000,0,0,0,0,0,0,0

