#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,0.000000,0.000000,0.000000,100288.000000,0.000000,0.000000,0.000000,16,0.000000
2,0.000000,0.000000,0.000000,17010.000000,0.000000,0.000000,0.000000,13,0.000000
3,0.000000,0.000000,0.000000,3288.000000,0.000000,0.000000,0.000000,18,0.000000
4,0.000000,0.000000,0.000000,834.000000,0.000000,0.000000,0.000000,15,0.000000
5,0.000000,0.000000,0.000000,254.000000,0.000000,0.000000,0.000000,17,0.000000
6,0.000000,0.000000,0.000000,79.000000,0.000000,0.000000,0.000000,19,0.000000
7,0.000000,0.000000,0.000000,38.000000,0.000000,0.000000,0.000000,10,0.000000
8,0.000000,0.000000,0.000000,23.000000,0.000000,0.000000,0.000000,10,0.000000
9,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,11,0.000000
10,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,20,0.000000
11,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,17,0.000000
12,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,16,0.000000
13,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,13,0.000000
14,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,14,0.000000
15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0.000000
16,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,16,0.000000
17,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,17,0.000000
18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0.000000
19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,0.000000
20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0.000000
21,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,11,0.000000
22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0.000000
23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0.000000
24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0.000000
25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0.000000
26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0.000000
27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0.000000
28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0.000000
29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0.000000
30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0.000000
31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,0.000000
32,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0.000000
33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0.000000
34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0.000000
35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0.000000
36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0.000000
37,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0.000000
38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0.000000
39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,0.000000
40,1527.352835,214.207430,7230.000000,0.000000,0.033287,665329936.252169,1.643770,10,0.000000
41,1616.324517,122.046304,6465.000000,0.000000,0.108512,215981853.594172,1.469844,11,0.000000
42,1355.112308,390.229362,8076.000000,0.000000,0.008899,2208044843.447150,1.836111,13,0.000000
43,1284.592328,451.038889,8134.000000,0.000000,0.006314,2949823151.568530,1.849298,15,0.000000
44,1363.065519,381.059388,8135.000000,0.000000,0.009387,2105490731.630579,1.849525,16,0.000000
45,1399.290566,349.789760,7950.000000,0.000000,0.011437,1774116704.631013,1.807464,15,0.000000
46,1439.169169,314.395438,7661.000000,0.000000,0.014560,1433245129.182090,1.741759,16,0.000000
47,1463.822246,286.626330,7561.000000,0.000000,0.017818,1191242470.935500,1.719024,17,0.000000
48,1482.377559,256.062177,7326.000000,0.000000,0.022608,950733657.325306,1.665596,17,0.000000
49,1644.484880,75.930591,4762.000000,0.000000,0.285231,83599092.247556,1.082660,14,0.000000
50,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,0.000000
51,1643.191480,54.562007,2277.000000,0.000000,0.551960,43166683.365493,0.517685,15,0.000000
52,1612.098499,112.294970,6396.000000,0.000000,0.127841,182847323.086041,1.454156,12,0.000000
53,1629.355136,104.062982,6727.000000,0.000000,0.150461,157022012.451984,1.529410,13,0.000000
54,1613.024237,93.537851,6684.000000,0.000000,0.184360,126865279.114824,1.519634,14,0.000000
55,1614.384077,100.175404,6431.000000,0.000000,0.160874,145509117.422856,1.462114,15,0.000000
56,1635.211476,86.587746,5542.000000,0.000000,0.218103,108712848.539212,1.259996,16,0.000000
57,1586.112564,130.100391,5890.000000,0.000000,0.093708,245428621.330518,1.339115,17,0.000000
58,1610.523890,99.628389,5944.000000,0.000000,0.162256,143924330.204066,1.351392,13,0.000000
59,1628.378194,94.551376,5127.000000,0.000000,0.182146,129629457.893985,1.165644,17,0.000000
60,1639.543891,89.069657,5001.000000,0.000000,0.206663,115034356.089944,1.136997,16,0.000000
61,1618.234212,99.406119,5764.000000,0.000000,0.163763,143282859.669910,1.310469,11,0.000000
62,1629.696238,88.349607,5343.000000,0.000000,0.208784,113181969.672149,1.214753,12,0.000000
63,1636.111065,89.549261,4862.000000,0.000000,0.204028,116276517.810111,1.105395,13,0.000000
64,1631.137231,81.545912,4824.000000,0.000000,0.245294,96421168.368577,1.096756,16,0.000000
