#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,42.664015,37.421910,1634.000000,78677.000000,0.030466,20305790.629696,0.540311,16,0.000000
2,41.939841,33.500450,1762.000000,14561.000000,0.037370,16273062.165582,0.582637,13,0.000000
3,41.204102,32.157058,1999.000000,4619.000000,0.039846,14994107.820043,0.661005,18,0.000000
4,42.030651,37.105821,2088.000000,1671.000000,0.030527,19964208.599404,0.690434,15,0.000000
5,38.607863,29.302690,1984.000000,599.000000,0.044964,12450390.776921,0.656045,17,0.000000
6,42.021059,31.056103,1662.000000,264.000000,0.043569,13984981.836688,0.549570,19,0.000000
7,37.168403,25.230351,1728.000000,92.000000,0.058389,9230273.683148,0.571394,10,0.000000
8,43.594005,26.220810,1101.000000,56.000000,0.063407,9969198.043889,0.364065,10,0.000000
9,49.719812,39.482591,1913.000000,38.000000,0.031895,22603687.076538,0.632567,11,0.000000
10,47.859589,41.744698,2336.000000,16.000000,0.027464,25267987.673579,0.772440,20,0.000000
11,44.826328,37.172146,2165.000000,13.000000,0.032441,20035642.558870,0.715896,17,0.000000
12,46.589691,34.568623,1455.000000,11.000000,0.038988,17327350.967513,0.481122,16,0.000000
13,44.944518,30.551809,1514.000000,7.000000,0.048151,13534489.050675,0.500631,13,0.000000
14,40.779491,28.270197,1492.000000,2.000000,0.051025,11588458.820366,0.493356,14,0.000000
15,46.395261,31.303562,1055.000000,1.000000,0.047346,14208737.968150,0.348854,15,0.000000
16,45.390269,26.349064,966.000000,5.000000,0.065378,10066960.759509,0.319425,16,0.000000
17,58.419073,45.000459,1489.000000,5.000000,0.028848,29363098.875524,0.492364,17,0.000000
18,55.862754,51.904174,2317.000000,3.000000,0.020736,39063628.034816,0.766157,18,0.000000
19,58.975816,63.582921,1654.000000,0.000000,0.014588,58620423.200361,0.546924,19,0.000000
20,47.487586,37.574902,1450.000000,0.000000,0.033634,20472162.765517,0.479468,20,0.000000
21,56.702980,33.953746,1074.000000,2.000000,0.049185,16716424.238129,0.355137,11,0.000000
