39,1,0,1519.038000,1.866697,500.000000
39,1,1,1555.502000,1.924057,500.000000
39,1,2,1536.952000,1.787091,500.000000
39,1,3,1529.076000,1.909509,500.000000
39,1,4,1536.574000,1.681822,500.000000
39,1,5,1542.436000,1.899975,500.000000
39,1,6,1544.692000,1.944514,500.000000
39,1,7,1536.642000,1.706996,500.000000
39,1,8,1554.442000,1.754604,500.000000
39,1,9,1549.986000,1.749801,500.000000
39,1,10,1535.194000,1.840751,500.000000
39,1,11,1545.934000,1.900959,500.000000
39,1,12,1556.108000,1.828753,500.000000
39,1,13,1538.948000,1.739338,500.000000
39,1,14,1538.628000,1.840004,500.000000
39,1,15,1536.924000,1.571695,500.000000
39,1,16,1543.816000,1.709428,500.000000
39,1,17,1521.714000,1.656564,500.000000
39,1,18,1540.408000,1.771309,500.000000
39,1,19,1544.252000,1.705431,500.000000
39,1,20,1547.054000,1.800856,500.000000
39,1,21,1527.828000,1.663255,500.000000
39,1,22,1543.656000,1.804900,500.000000
39,1,23,1544.148000,1.792790,500.000000
39,1,24,1538.824000,1.728879,500.000000
39,1,25,1533.430000,1.709123,500.000000
39,1,26,1532.496000,1.731469,500.000000
39,1,27,1538.176000,1.627582,500.000000
39,1,28,1536.668000,1.622891,500.000000
39,1,29,1542.724000,1.787687,500.000000
39,1,30,1540.414000,1.641525,500.000000
39,1,31,1536.046000,1.612416,500.000000
39,1,32,1531.446000,1.754732,500.000000
39,1,33,1534.308000,1.634973,500.000000
39,1,34,1542.890000,1.675082,500.000000
39,1,35,1537.602000,1.653964,500.000000
39,1,36,1539.112000,1.661161,500.000000
39,1,37,1541.246000,1.753135,500.000000
39,1,38,1537.938000,1.731518,500.000000
39,1,39,1546.752000,1.769321,500.000000
39,1,40,1550.132000,1.684807,500.000000
39,1,41,1539.832000,1.803268,500.000000
39,1,42,1525.056000,1.710223,500.000000
39,1,43,1535.668000,1.574095,500.000000
39,1,44,1539.614000,1.827841,500.000000
39,1,45,1521.046000,1.626002,500.000000
39,1,46,1543.846000,1.671611,500.000000
39,1,47,1540.426000,1.754002,500.000000
39,1,48,1530.230000,2.083531,500.000000
39,1,49,1529.876000,2.014106,500.000000
39,1,50,1547.720000,2.001400,500.000000
39,1,51,1542.978000,1.931195,500.000000
39,1,52,1527.530000,2.086408,500.000000
39,1,53,1533.282000,1.993609,500.000000
39,1,54,1540.770000,1.932123,500.000000
39,1,55,1518.366000,1.644398,500.000000
39,1,56,1529.672000,1.936083,500.000000
39,1,57,1533.026000,1.703327,500.000000
39,1,58,1538.594000,1.756463,500.000000
39,1,59,1524.918000,1.753646,500.000000
39,1,60,1524.852000,1.816066,500.000000
39,1,61,1534.624000,1.739720,500.000000
39,1,62,1534.574000,1.728735,500.000000
39,1,63,1540.058000,1.754604,500.000000
39,2,0,1555.471861,3.095568,462.000000
39,2,1,1557.493506,3.233175,462.000000
39,2,2,1563.285714,3.156895,462.000000
39,2,3,1550.383117,3.051927,462.000000
39,2,4,1554.891775,3.192452,462.000000
39,2,5,1539.298701,3.150888,462.000000
39,2,6,1559.279221,3.204765,462.000000
39,2,7,1556.387446,3.304741,462.000000
39,2,8,1559.002165,3.280863,462.000000
39,2,9,1556.878788,3.232416,462.000000
39,2,10,1562.138528,3.267025,462.000000
39,2,11,1568.848485,2.973692,462.000000
39,2,12,1552.586580,2.999292,462.000000
39,2,13,1545.214286,3.358064,462.000000
39,2,14,1555.876623,3.096558,462.000000
39,2,15,1560.991342,3.211170,462.000000
39,2,16,1567.205628,3.113810,462.000000
39,2,17,1575.435065,3.140144,462.000000
39,2,18,1560.980519,2.921344,462.000000
39,2,19,1561.725108,3.030897,462.000000
39,2,20,1552.443723,2.876249,462.000000
39,2,21,1564.924242,2.841540,462.000000
39,2,22,1556.534632,2.777829,462.000000
39,2,23,1563.071429,2.728177,462.000000
39,2,24,1550.465368,2.670565,462.000000
39,2,25,1569.194805,2.548435,462.000000
39,2,26,1568.623377,2.623762,462.000000
39,2,27,1556.965368,2.648795,462.000000
39,2,28,1554.025974,2.510449,462.000000
39,2,29,1558.337662,2.563195,462.000000
39,2,30,1555.950216,2.325212,462.000000
39,2,31,1554.515152,2.376560,462.000000
39,2,32,1552.270563,2.328619,462.000000
39,2,33,1558.660173,2.179026,462.000000
39,2,34,1560.917749,2.320096,462.000000
39,2,35,1566.432900,2.407339,462.000000
39,2,36,1566.720779,2.200443,462.000000
39,2,37,1562.889610,2.293115,462.000000
39,2,38,1569.376623,2.246916,462.000000
39,2,39,1558.603896,2.181441,462.000000
39,2,40,1567.948052,2.194421,462.000000
39,2,41,1564.664502,2.083224,462.000000
39,2,42,1551.564935,2.118539,462.000000
39,2,43,1563.629870,2.085669,462.000000
39,2,44,1551.606061,1.957505,462.000000
39,2,45,1563.411255,2.306523,462.000000
39,2,46,1551.597403,2.024267,462.000000
39,2,47,1570.064935,2.015122,462.000000
39,2,48,1563.612554,2.182004,462.000000
39,2,49,1562.636364,2.222917,462.000000
39,2,50,1562.084416,2.246550,462.000000
39,2,51,1543.149351,2.169592,462.000000
39,2,52,1568.229437,2.178049,462.000000
39,2,53,1556.155844,2.297552,462.000000
39,2,54,1550.136364,5.457908,462.000000
39,2,55,1552.307359,1.949778,462.000000
39,2,56,1557.255411,2.223381,462.000000
39,2,57,1555.324675,2.086495,462.000000
39,2,58,1562.235931,2.133673,462.000000
39,2,59,1546.203463,2.102809,462.000000
39,2,60,1552.725108,1.930664,462.000000
39,2,61,1557.948052,1.970976,462.000000
39,2,62,1539.095238,2.193955,462.000000
39,2,63,1554.235931,2.039270,462.000000
