#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1591.806385,35.901528,5294.000000,187098.000000,1.234993,18689335.886621,0.740690,16,0.000000
2,45.204040,29.765441,3416.000000,32691.000000,0.051021,12846731.666169,0.477937,13,0.000000
3,47.380834,30.211811,3214.000000,10953.000000,0.051910,13234926.247914,0.449675,18,0.000000
4,47.127347,30.341785,2929.000000,4261.000000,0.051191,13349047.027168,0.409800,15,0.000000
5,43.743439,26.408463,2896.000000,1681.000000,0.062723,10112400.014678,0.405183,17,0.000000
6,45.845655,26.421709,2773.000000,723.000000,0.065671,10122547.469162,0.387974,19,0.000000
7,49.798095,29.046305,2100.000000,343.000000,0.059024,12233473.185488,0.293813,10,0.000000
8,47.863065,28.303431,2147.000000,163.000000,0.059748,11615720.654398,0.300389,10,0.000000
9,46.960756,36.219061,5504.000000,110.000000,0.035798,19021395.909740,0.770071,11,0.000000
10,49.630570,36.470908,5633.000000,59.000000,0.037313,19286843.623314,0.788120,20,0.000000
11,50.038690,39.228538,5893.000000,39.000000,0.032516,22313733.767344,0.824497,17,0.000000
12,48.437008,36.704833,4826.000000,17.000000,0.035953,19535049.436533,0.675211,16,0.000000
13,51.311985,34.770443,3763.000000,15.000000,0.042442,17530263.905749,0.526486,13,0.000000
14,51.469276,32.403904,3092.000000,14.000000,0.049018,15225187.961536,0.432605,14,0.000000
15,49.234851,31.590590,2921.000000,8.000000,0.049335,14470498.095284,0.408681,15,0.000000
16,55.112150,31.159838,1926.000000,5.000000,0.056762,14078564.770334,0.269469,16,0.000000
17,54.216924,40.427202,5117.000000,9.000000,0.033173,23698200.431612,0.715926,17,0.000000
18,53.360573,47.923441,5935.000000,2.000000,0.023234,33301514.477465,0.830373,18,0.000000
19,58.110472,46.075196,4870.000000,3.000000,0.027373,30782394.087423,0.681367,19,0.000000
20,55.928790,48.761828,3272.000000,3.000000,0.023522,34476880.475583,0.457789,20,0.000000
21,59.942470,43.088631,3320.000000,1.000000,0.032286,26921136.798293,0.464505,11,0.000000
22,55.426662,38.024879,3143.000000,3.000000,0.038334,20965426.109605,0.439741,12,0.000000
23,53.385250,33.312906,2061.000000,4.000000,0.048106,16091370.508562,0.288357,13,0.000000
24,55.236951,34.891740,1207.000000,0.000000,0.045372,17652785.719728,0.168873,14,0.000000
25,56.222976,46.311814,4718.000000,2.000000,0.026214,31099369.590203,0.660101,15,0.000000
26,60.194948,47.147711,5186.000000,1.000000,0.027079,32232146.482977,0.725579,16,0.000000
27,57.487407,43.530939,4050.000000,1.000000,0.030337,27476668.873525,0.566640,17,0.000000
28,56.794857,40.781327,3578.000000,1.000000,0.034150,24115191.634425,0.500602,12,0.000000
29,69.697567,50.865313,2589.000000,2.000000,0.026939,37515561.538320,0.362230,14,0.000000
30,63.870263,41.618650,2243.000000,1.000000,0.036874,25115624.197459,0.313821,16,0.000000
31,59.845575,35.154042,1729.000000,1.000000,0.048426,17919197.018774,0.241906,11,0.000000
32,58.585921,28.938472,966.000000,1.000000,0.069959,12142809.879591,0.135154,12,0.000000
33,65.706989,46.976707,3935.000000,0.000000,0.029775,31998759.031337,0.550551,14,0.000000
34,70.667889,50.012892,3818.000000,0.000000,0.028253,36268696.125244,0.534181,16,0.000000
35,68.194521,48.380584,3979.000000,0.000000,0.029134,33939873.558221,0.556707,15,0.000000
36,62.066227,44.772533,3337.000000,0.000000,0.030962,29066405.236769,0.466884,16,0.000000
37,61.852324,36.963243,2431.000000,0.000000,0.045271,19811079.709315,0.340124,12,0.000000
38,66.435626,39.754369,2268.000000,0.000000,0.042037,22915943.218897,0.317319,14,0.000000
39,66.401386,37.167660,1587.000000,0.000000,0.048067,20030807.243717,0.222039,11,0.000000
40,59.911128,28.525115,1339.000000,0.000000,0.073630,11798391.449484,0.187341,10,0.000000
41,83.836369,54.674589,3239.000000,0.000000,0.028045,43345004.784713,0.453172,11,0.000000
42,79.119617,60.396999,3762.000000,0.000000,0.021690,52893063.662309,0.526346,13,0.000000
43,88.227918,59.494551,3238.000000,0.000000,0.024926,51324222.373216,0.453032,15,0.000000
44,68.841865,43.545618,3282.000000,0.000000,0.036305,27495202.758356,0.459189,16,0.000000
45,70.688544,43.327907,2514.000000,0.000000,0.037654,27220959.182991,0.351737,15,0.000000
46,195.947401,205.575773,11293.000000,0.000000,0.004637,612790275.034553,1.580017,16,0.000000
47,61.762238,29.819192,1001.000000,0.000000,0.069459,12893171.311206,0.140051,17,0.000000
48,132.789267,138.612673,9951.000000,0.000000,0.006911,278595360.351675,1.392256,17,0.000000
49,506.799090,430.395971,11204.000000,0.000000,0.002736,2685990028.283232,1.567565,14,0.000000
50,483.629465,423.067969,12347.000000,0.000000,0.002702,2595304337.256908,1.727483,10,0.000000
51,469.919712,410.748426,11683.000000,0.000000,0.002785,2446356905.418846,1.634582,15,0.000000
52,443.979604,391.291300,11473.000000,0.000000,0.002900,2220078776.413961,1.605201,12,0.000000
53,420.668516,387.446432,12438.000000,0.000000,0.002802,2176663697.557216,1.740215,13,0.000000
54,383.141259,362.283587,12155.000000,0.000000,0.002919,1903116258.794877,1.700620,14,0.000000
55,395.983539,372.789834,11968.000000,0.000000,0.002849,2015097777.363001,1.674457,15,0.000000
56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0.000000
57,309.835354,313.244373,9815.000000,0.000000,0.003158,1422769543.557422,1.373228,17,0.000000
58,130.053476,135.286742,9163.000000,0.000000,0.007106,265386288.448486,1.282006,13,0.000000
59,129.446190,123.658900,7638.000000,0.000000,0.008465,221727092.441727,1.068642,17,0.000000
60,123.500258,117.863926,7740.000000,0.000000,0.008890,201432623.061047,1.082913,16,0.000000
61,127.074951,130.813987,8739.000000,1.000000,0.007426,248128337.069389,1.222684,11,0.000000
62,113.971407,114.492752,8114.000000,0.000000,0.008694,190074558.764437,1.135239,12,0.000000
63,123.921907,118.163382,7363.000000,0.000000,0.008875,202457480.021487,1.030166,13,0.000000
64,107.335514,102.925966,7338.000000,0.000000,0.010132,153609439.151559,1.026668,16,0.000000
