#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1591.214286,32.218958,728.000000,23650.000000,1.532871,15051887.755102,0.814526,16,0.000000
2,44.123256,27.307571,430.000000,4295.000000,0.059170,10812699.483505,0.481107,13,0.000000
3,52.494382,39.985074,356.000000,1470.000000,0.032833,23182689.149097,0.398312,18,0.000000
4,48.207349,34.794584,381.000000,556.000000,0.039819,17554614.125006,0.426283,15,0.000000
5,46.849162,30.436299,358.000000,247.000000,0.050573,13432340.485628,0.400550,17,0.000000
6,44.875000,24.582616,368.000000,102.000000,0.074259,8762422.894022,0.411738,19,0.000000
7,52.693662,33.977848,284.000000,48.000000,0.045642,16740165.685132,0.317755,10,0.000000
8,49.149837,28.798701,307.000000,32.000000,0.059262,12025794.979257,0.343488,10,0.000000
9,48.449721,37.644233,716.000000,13.000000,0.034190,20547779.684623,0.801100,11,0.000000
10,51.412414,34.014473,725.000000,7.000000,0.044437,16776273.765517,0.811169,20,0.000000
11,53.019753,46.786588,810.000000,6.000000,0.024221,31740279.527511,0.906272,17,0.000000
12,48.818760,36.180420,629.000000,6.000000,0.037294,18980830.540819,0.703759,16,0.000000
13,53.113281,39.826171,512.000000,0.000000,0.033486,22998796.348572,0.572853,13,0.000000
14,55.512064,45.212729,373.000000,2.000000,0.027156,29640767.661667,0.417333,14,0.000000
15,52.715909,41.034478,352.000000,1.000000,0.031307,24415511.557335,0.393837,15,0.000000
16,55.091255,32.253736,263.000000,3.000000,0.052957,15084400.164814,0.294259,16,0.000000
17,53.530063,40.400633,632.000000,0.000000,0.032796,23667061.261967,0.707116,17,0.000000
18,53.789677,48.652908,775.000000,0.000000,0.022724,34323028.906556,0.867112,18,0.000000
19,62.349684,56.548508,632.000000,3.000000,0.019498,46367139.144118,0.707116,19,0.000000
20,53.808756,38.833424,434.000000,0.000000,0.035681,21866505.386077,0.485583,20,0.000000
21,55.152125,36.136073,447.000000,0.000000,0.042236,18934328.869070,0.500128,11,0.000000
22,58.630653,38.326903,398.000000,0.000000,0.039913,21299797.078988,0.445304,12,0.000000
23,50.284746,25.690339,295.000000,0.000000,0.076190,9569905.693766,0.330062,13,0.000000
24,58.291139,35.959595,158.000000,1.000000,0.045079,18749840.570421,0.176779,14,0.000000
25,53.213729,42.458932,641.000000,0.000000,0.029518,26140032.649356,0.717185,15,0.000000
26,60.433855,52.725930,703.000000,0.000000,0.021739,40310343.921296,0.786554,16,0.000000
27,58.798058,44.286161,515.000000,1.000000,0.029980,28438329.071543,0.576210,17,0.000000
28,55.232068,38.652855,474.000000,1.000000,0.036968,21663626.270719,0.530337,12,0.000000
29,69.648415,40.293774,347.000000,0.000000,0.042898,23542028.951324,0.388242,14,0.000000
30,60.715210,40.422803,309.000000,1.000000,0.037157,23693044.040176,0.345726,16,0.000000
31,60.068966,31.479529,232.000000,0.000000,0.060617,14368931.034483,0.259574,11,0.000000
32,59.257353,29.475562,136.000000,0.000000,0.068205,12597727.157223,0.152164,12,0.000000
33,63.831325,43.683046,498.000000,0.000000,0.033451,27669023.201239,0.557189,14,0.000000
34,70.644578,48.728493,498.000000,0.000000,0.029752,34429757.651086,0.557189,16,0.000000
35,68.348008,57.624284,477.000000,0.000000,0.020583,48148092.963974,0.533693,15,0.000000
36,63.336343,38.307738,443.000000,0.000000,0.043160,21278500.746501,0.495652,16,0.000000
37,64.524496,43.663388,347.000000,0.000000,0.033845,27644126.385901,0.388242,12,0.000000
38,65.955782,37.501947,294.000000,0.000000,0.046897,20392742.057707,0.328943,14,0.000000
39,71.020942,46.027872,191.000000,0.000000,0.033523,30719192.593405,0.213701,11,0.000000
40,57.139073,24.938345,151.000000,0.000000,0.091875,9017855.313363,0.168947,10,0.000000
41,81.589806,59.971832,412.000000,0.000000,0.022685,52150998.347512,0.460968,11,0.000000
42,78.870775,54.168807,503.000000,0.000000,0.026879,42546764.822595,0.562784,13,0.000000
43,88.219212,58.487746,406.000000,0.000000,0.025789,49601838.933849,0.454255,15,0.000000
44,70.548077,55.933104,416.000000,0.000000,0.022550,45363425.619453,0.465443,16,0.000000
45,74.570621,58.317045,354.000000,0.000000,0.021927,49312727.824061,0.396074,15,0.000000
46,197.998610,213.705499,1439.000000,0.000000,0.004335,662215584.405625,1.610031,16,0.000000
47,61.156250,27.370273,128.000000,0.000000,0.081636,10862411.621094,0.143213,17,0.000000
48,137.694182,138.404685,1272.000000,0.000000,0.007188,277759925.735669,1.423182,17,0.000000
49,497.183602,419.111531,1427.000000,0.000000,0.002830,2546989888.224349,1.596605,14,0.000000
50,477.362257,423.054094,1648.000000,0.000000,0.002667,2595134110.206215,1.843872,10,0.000000
51,477.232422,423.877187,1536.000000,0.000000,0.002656,2605242112.218857,1.718560,15,0.000000
52,435.870000,392.174192,1500.000000,0.000000,0.002834,2230108657.950000,1.678281,12,0.000000
53,406.460387,368.857317,1603.000000,0.000000,0.002987,1972807949.719976,1.793523,13,0.000000
54,393.308996,375.780685,1534.000000,0.000000,0.002785,2047561291.570979,1.716322,14,0.000000
55,384.219844,377.551923,1542.000000,0.000000,0.002695,2066909086.806134,1.725273,15,0.000000
56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0.000000
57,314.387786,310.182604,1310.000000,0.000000,0.003268,1395092097.378940,1.465699,17,0.000000
58,131.945008,137.372483,1182.000000,0.000000,0.006992,273632388.046086,1.322486,13,0.000000
59,136.384861,141.350470,938.000000,0.000000,0.006826,289709351.751560,1.049485,17,0.000000
60,125.937193,124.361308,1019.000000,0.000000,0.008143,224253157.718751,1.140112,16,0.000000
61,122.411190,124.851438,1126.000000,0.000000,0.007853,226024282.393941,1.259830,11,0.000000
62,115.855275,105.477867,1071.000000,0.000000,0.010413,161320915.248888,1.198293,12,0.000000
63,126.412910,117.607200,976.000000,0.000000,0.009140,200556075.472718,1.092002,13,0.000000
64,110.562099,101.361111,934.000000,0.000000,0.010761,148974085.144712,1.045010,16,0.000000
