#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1590.948085,34.985612,2350.000000,80142.000000,1.299802,17747899.218108,0.760007,16,0.000000
2,44.760000,30.499236,1525.000000,14325.000000,0.048119,13487949.062295,0.493196,13,0.000000
3,46.818519,29.120141,1350.000000,4719.000000,0.055212,12295747.990398,0.436600,18,0.000000
4,47.474201,30.440829,1221.000000,1859.000000,0.051232,13436339.346047,0.394880,15,0.000000
5,45.535889,29.609048,1226.000000,707.000000,0.051940,12712087.563437,0.396498,17,0.000000
6,46.632879,28.498794,1174.000000,330.000000,0.057417,11776627.919589,0.379680,19,0.000000
7,48.767296,28.365715,795.000000,151.000000,0.060610,11666899.711246,0.257109,10,0.000000
8,47.965812,29.152394,936.000000,81.000000,0.056440,12323000.146103,0.302709,10,0.000000
9,47.570940,37.060376,2340.000000,45.000000,0.034636,19915336.216670,0.756773,11,0.000000
10,50.614698,38.101648,2354.000000,16.000000,0.034865,21050165.762880,0.761301,20,0.000000
11,47.565084,36.262971,2612.000000,15.000000,0.036171,19067544.053362,0.844740,17,0.000000
12,47.427423,33.174873,1991.000000,8.000000,0.043093,15958296.990904,0.643904,16,0.000000
13,51.215265,33.061978,1677.000000,10.000000,0.046853,15849868.630591,0.542354,13,0.000000
14,52.960323,35.249086,1361.000000,4.000000,0.042624,18016221.846537,0.440158,14,0.000000
15,48.460944,29.548469,1165.000000,2.000000,0.055504,12660123.912395,0.376770,15,0.000000
16,54.482843,28.746435,816.000000,3.000000,0.065931,11982184.457300,0.263900,16,0.000000
17,54.700723,45.908884,2212.000000,4.000000,0.025954,30560571.538526,0.715377,17,0.000000
18,51.833925,38.794848,2535.000000,1.000000,0.034440,21823083.903536,0.819838,18,0.000000
19,59.974930,49.444804,2154.000000,2.000000,0.024532,35449434.712383,0.696620,19,0.000000
20,54.767344,37.175494,1427.000000,1.000000,0.039629,20039251.572806,0.461502,20,0.000000
21,59.069038,42.991778,1434.000000,0.000000,0.031959,26800248.533085,0.463766,11,0.000000
22,55.877885,45.683540,1343.000000,0.000000,0.026774,30261294.572835,0.434336,12,0.000000
23,52.613938,30.381066,904.000000,1.000000,0.057003,13383632.559201,0.292360,13,0.000000
24,53.097928,24.646308,531.000000,1.000000,0.087413,8807887.310656,0.171729,14,0.000000
25,56.663500,45.398714,2000.000000,1.000000,0.027493,29885127.382375,0.646815,15,0.000000
26,60.619928,47.945098,2218.000000,0.000000,0.026371,33331620.689014,0.717318,16,0.000000
27,59.551606,44.526416,1744.000000,1.000000,0.030037,28747724.572716,0.564023,17,0.000000
28,56.206601,40.797110,1515.000000,0.000000,0.033770,24133860.622379,0.489962,12,0.000000
29,67.934502,39.617711,1084.000000,0.000000,0.043282,22758664.270894,0.350574,14,0.000000
30,63.855238,47.300881,1050.000000,0.000000,0.028540,32441913.280726,0.339578,16,0.000000
31,60.346939,38.030258,784.000000,0.000000,0.041725,20971358.001874,0.253551,11,0.000000
32,59.334917,30.020254,421.000000,1.000000,0.065839,13067626.514181,0.136155,12,0.000000
33,64.369904,44.220661,1668.000000,0.000000,0.032918,28354269.876006,0.539444,14,0.000000
34,68.634315,48.581208,1731.000000,0.000000,0.029081,34221939.378466,0.559818,16,0.000000
35,64.747259,45.113351,1642.000000,0.000000,0.031813,29510609.399317,0.531035,15,0.000000
36,62.425352,47.570164,1420.000000,0.000000,0.027586,32812347.018449,0.459239,16,0.000000
37,65.846432,40.091989,1107.000000,0.000000,0.040965,23306829.678754,0.358012,12,0.000000
38,65.693750,38.718158,960.000000,0.000000,0.043822,21736889.016927,0.310471,14,0.000000
39,63.599698,31.081827,662.000000,0.000000,0.065833,14008159.122544,0.214096,11,0.000000
40,59.377327,28.771545,591.000000,0.000000,0.071729,12003125.912947,0.191134,10,0.000000
41,80.103121,53.708371,1474.000000,0.000000,0.027769,41826541.873708,0.476703,11,0.000000
42,78.339977,53.775666,1706.000000,0.000000,0.027090,41931423.093310,0.551733,13,0.000000
43,84.165916,51.376812,1332.000000,0.000000,0.031886,38273863.980816,0.430779,15,0.000000
44,66.061119,45.624322,1358.000000,0.000000,0.031736,30182891.710553,0.439187,16,0.000000
45,72.169846,44.754647,1101.000000,0.000000,0.036031,29043187.069636,0.356072,15,0.000000
46,196.168847,203.034708,4969.000000,0.000000,0.004759,597734843.307233,1.607012,16,0.000000
47,60.966903,25.100532,423.000000,0.000000,0.096767,9135532.579962,0.136801,17,0.000000
48,132.158445,139.763377,4399.000000,0.000000,0.006766,283240120.976264,1.422669,17,0.000000
49,497.621781,418.153616,4931.000000,0.000000,0.002846,2535360474.042003,1.594722,14,0.000000
50,480.811937,416.432517,5328.000000,0.000000,0.002773,2514532602.971427,1.723115,10,0.000000
51,475.993582,414.542787,4986.000000,0.000000,0.002770,2491762968.716821,1.612509,15,0.000000
52,444.584520,396.737947,4987.000000,0.000000,0.002825,2282314477.102751,1.612833,12,0.000000
53,414.214110,382.928646,5287.000000,0.000000,0.002825,2126198045.318162,1.709855,13,0.000000
54,394.180161,379.292488,5212.000000,0.000000,0.002740,2086010478.226332,1.685600,14,0.000000
55,396.979829,374.517685,5156.000000,0.000000,0.002830,2033820693.479948,1.667489,15,0.000000
56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0.000000
57,307.116702,306.145332,4233.000000,0.000000,0.003277,1359011983.950588,1.368984,17,0.000000
58,129.005804,133.619481,3963.000000,0.000000,0.007226,258885403.372312,1.281664,13,0.000000
59,132.452603,130.308337,3323.000000,0.000000,0.007800,246213810.602546,1.074683,17,0.000000
60,122.183373,119.072517,3332.000000,0.000000,0.008618,205584833.704625,1.077594,16,0.000000
61,126.015427,130.178660,3630.000000,0.000000,0.007436,245724010.874181,1.173969,11,0.000000
62,116.914278,114.895100,3488.000000,0.000000,0.008857,191412817.904301,1.128045,12,0.000000
63,123.120625,122.597672,3200.000000,0.000000,0.008192,217937743.394336,1.034904,13,0.000000
64,107.952915,108.295862,3122.000000,0.000000,0.009205,170055907.475302,1.009678,16,0.000000
