1,1543.147122,2.998524,469.000000
2,1548.650320,3.035909,469.000000
3,1555.454158,3.140038,469.000000
4,1561.138593,2.966764,469.000000
5,1562.353945,3.111724,469.000000
6,1559.266525,3.024310,469.000000
7,1567.488273,3.096592,469.000000
8,1563.982942,3.080949,469.000000
9,1568.108742,3.155343,469.000000
10,1541.379531,3.155678,469.000000
11,1551.825160,3.057956,469.000000
12,1574.400853,3.208677,469.000000
13,1542.594883,3.173393,469.000000
14,1564.923241,3.082808,469.000000
15,1555.353945,2.989407,469.000000
16,1562.678038,3.099069,469.000000
17,1564.375267,2.992511,469.000000
18,1565.191898,3.034531,469.000000
19,1558.727079,2.990770,469.000000
20,1565.104478,2.924013,469.000000
21,1565.025586,2.823029,469.000000
22,1557.351812,2.697607,469.000000
23,1552.594883,2.675414,469.000000
24,1557.503198,2.566491,469.000000
25,1566.394456,2.523250,469.000000
26,1572.432836,2.591249,469.000000
27,1563.356077,2.442313,469.000000
28,1561.019190,2.460272,469.000000
29,1547.784648,2.406126,469.000000
30,1566.874200,2.282583,469.000000
31,1565.066098,2.401559,469.000000
32,1561.582090,2.356359,469.000000
33,1544.524520,2.321205,469.000000
34,1559.993603,2.273881,469.000000
35,1569.893390,2.184784,469.000000
36,1558.931770,2.282695,469.000000
37,1568.189765,2.076424,469.000000
38,1563.710021,2.217666,469.000000
39,1562.392324,2.122984,469.000000
40,1562.136461,2.101511,469.000000
41,1570.004264,2.161887,469.000000
42,1549.445629,2.172646,469.000000
43,1550.707889,2.105420,469.000000
44,1550.929638,1.946337,469.000000
45,1553.609808,2.203697,469.000000
46,1559.172708,2.118560,469.000000
47,1566.869936,1.981291,469.000000
48,1559.823028,2.039227,469.000000
49,1569.138593,2.178589,469.000000
50,1557.867804,2.146949,469.000000
51,1569.162047,2.402772,469.000000
52,1564.469083,2.354871,469.000000
53,1577.255864,2.297350,469.000000
54,1547.366738,2.331266,469.000000
55,1561.511727,2.450006,469.000000
56,1568.678038,1.917479,469.000000
57,1537.245203,2.070609,469.000000
58,1550.232409,1.994485,469.000000
59,1554.375267,2.068112,469.000000
60,1558.068230,2.077300,469.000000
61,1554.127932,2.002304,469.000000
62,1552.748401,2.020319,469.000000
63,1562.490405,1.917936,469.000000
64,1552.219616,1.881557,469.000000
