#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1562.540689,34.287281,2556.000000,121833.000000,1.329123,17046456.236943,0.826629,16,0.000000
2,13.580821,34.991933,3118.000000,21353.000000,0.011091,17754313.371561,1.008384,13,0.000000
3,14.315708,34.266017,3234.000000,6864.000000,0.012192,17025318.618631,1.045899,18,0.000000
4,18.365385,37.973116,3484.000000,3186.000000,0.012736,20908384.855546,1.126751,15,0.000000
5,17.109910,33.869615,3239.000000,1544.000000,0.014915,16633687.325646,1.047517,17,0.000000
6,10.326685,30.843923,2908.000000,764.000000,0.010855,13794539.664826,0.940469,19,0.000000
7,12.435063,26.007265,2795.000000,366.000000,0.018385,9807478.214821,0.903924,10,0.000000
8,10.979304,22.427632,2271.000000,192.000000,0.021828,7293480.502911,0.734458,10,0.000000
9,14.020814,34.996746,3171.000000,99.000000,0.011448,17759197.668964,1.025525,11,0.000000
10,44.368572,58.043097,3831.000000,75.000000,0.013170,48850515.259860,1.238974,20,0.000000
11,20.392793,48.044397,3885.000000,38.000000,0.008835,33469829.602131,1.256438,17,0.000000
12,13.420792,37.650683,3636.000000,29.000000,0.009467,20554822.180757,1.175909,16,0.000000
13,38.194915,40.339050,3304.000000,9.000000,0.023472,23594965.355285,1.068538,13,0.000000
14,12.348061,31.056735,3327.000000,25.000000,0.012802,13985551.509273,1.075976,14,0.000000
15,13.406922,31.113962,3207.000000,6.000000,0.013849,14037140.070482,1.037167,15,0.000000
16,12.012478,24.716418,2324.000000,9.000000,0.019664,8858068.839870,0.751599,16,0.000000
17,17.804886,48.019831,3193.000000,10.000000,0.007721,33435610.566996,1.032640,17,0.000000
18,25.923972,59.699231,3867.000000,3.000000,0.007274,51677974.004532,1.250616,18,0.000000
19,26.379198,55.036045,3692.000000,5.000000,0.008709,43920011.235372,1.194020,19,0.000000
20,19.063792,41.460239,3386.000000,1.000000,0.011090,24924795.508652,1.095057,20,0.000000
21,15.633154,34.716601,3342.000000,1.000000,0.012971,17476014.782673,1.080827,11,0.000000
22,16.024273,32.473951,3131.000000,3.000000,0.015195,15291083.930808,1.012589,12,0.000000
23,31.385989,32.293212,2969.000000,3.000000,0.030096,15121347.493499,0.960197,13,0.000000
24,13.084482,23.812525,1669.000000,1.000000,0.023075,8222027.000547,0.539767,14,0.000000
25,20.355094,41.572167,3033.000000,0.000000,0.011778,25059554.050035,0.980895,15,0.000000
26,20.745921,47.618533,3739.000000,0.000000,0.009149,32879108.360314,1.209220,16,0.000000
27,22.562874,42.183932,3507.000000,0.000000,0.012679,25802519.621734,1.134190,17,0.000000
28,18.698037,39.711745,3464.000000,0.000000,0.011857,22866829.590432,1.120283,12,0.000000
29,27.551040,37.391764,3076.000000,0.000000,0.019705,20273087.881002,0.994801,14,0.000000
30,11.167184,25.965824,2901.000000,1.000000,0.016563,9776248.581508,0.938205,16,0.000000
31,14.017994,26.045309,2223.000000,1.000000,0.020665,9836192.937098,0.718935,11,0.000000
32,8.904382,17.532099,1506.000000,0.000000,0.028969,4456930.186731,0.487052,12,0.000000
33,38.897024,45.803191,2991.000000,0.000000,0.018541,30420017.776393,0.967311,14,0.000000
34,26.619163,49.178944,3705.000000,0.000000,0.011006,35069243.281382,1.198224,16,0.000000
35,20.541306,41.385265,3353.000000,0.000000,0.011993,24834731.774580,1.084385,15,0.000000
36,20.964337,38.509371,2776.000000,1.000000,0.014137,21503088.464234,0.897779,16,0.000000
37,18.016974,39.239161,2769.000000,0.000000,0.011702,22325820.317729,0.895515,12,0.000000
38,12.422387,27.665857,2287.000000,0.000000,0.016230,11098295.173744,0.739633,14,0.000000
39,14.557418,27.079819,2386.000000,0.000000,0.019851,10633090.750746,0.771650,11,0.000000
40,11.343416,20.665104,1124.000000,1.000000,0.026562,6192174.636732,0.363510,10,0.000000
41,19.563333,38.098043,2700.000000,0.000000,0.013478,21046182.527582,0.873200,11,0.000000
42,42.948487,62.399087,3669.000000,0.000000,0.011030,56457868.283391,1.186582,13,0.000000
43,26.075397,50.194308,3276.000000,0.000000,0.010350,36532294.455140,1.059483,15,0.000000
44,27.740634,48.231433,3123.000000,0.000000,0.011925,33730931.544367,1.010001,16,0.000000
45,45.785323,45.996921,3107.000000,0.000000,0.021641,30677892.261305,1.004827,15,0.000000
46,192.768553,239.330771,5107.000000,1.000000,0.003365,830548661.279621,1.651642,16,0.000000
47,34.500000,19.576772,12.000000,0.000000,0.090020,5557125.000000,0.003881,17,0.000000
