#x,y,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,norm_mean
0.500000,0.500000,0.000000,0.000000,0.000000,66126.000000,0.000000,0.000000,0.000000
0.500000,1.500000,0.000000,0.000000,0.000000,11240.000000,0.000000,0.000000,0.000000
0.500000,2.500000,0.000000,0.000000,0.000000,2187.000000,0.000000,0.000000,0.000000
0.500000,3.500000,0.000000,0.000000,0.000000,570.000000,0.000000,0.000000,0.000000
0.500000,4.500000,0.000000,0.000000,0.000000,163.000000,0.000000,0.000000,0.000000
0.500000,5.500000,0.000000,0.000000,0.000000,63.000000,0.000000,0.000000,0.000000
0.500000,6.500000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000
0.500000,7.500000,0.000000,0.000000,0.000000,15.000000,0.000000,0.000000,0.000000
0.500000,8.500000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000

1.500000,0.500000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000
1.500000,1.500000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000
1.500000,2.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
1.500000,3.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
1.500000,4.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
1.500000,5.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.500000,7.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.500000,8.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000

2.500000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.500000,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,5.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

3.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

4.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,7.500000,252.794424,272.063328,4806.000000,0.000000,0.003415,1073267585.916152,0.000000
4.500000,8.500000,160.073614,171.905732,4184.000000,0.000000,0.005417,428497919.034636,0.000000

5.500000,0.500000,160.073614,171.905732,4184.000000,0.000000,0.005417,428497919.034636,0.000000
5.500000,1.500000,415.210363,380.898409,5172.000000,0.000000,0.002862,2103712171.752802,0.000000
5.500000,2.500000,468.016722,409.019347,5442.000000,0.000000,0.002798,2425803983.358249,0.000000
5.500000,3.500000,401.776190,368.614909,5460.000000,0.000000,0.002957,1970215794.930229,0.000000
5.500000,4.500000,390.899502,368.708643,5224.000000,0.000000,0.002875,1971217915.459082,0.000000
5.500000,5.500000,353.232879,347.016480,5067.000000,0.000000,0.002933,1746096344.865442,0.000000
5.500000,6.500000,317.706653,323.254345,4885.000000,0.000000,0.003040,1515153883.355121,0.000000
5.500000,7.500000,271.969647,280.242157,4843.000000,0.000000,0.003463,1138767163.287713,0.000000
5.500000,8.500000,94.467473,90.203054,3059.000000,0.000000,0.011610,117980567.815206,0.000000

6.500000,0.500000,94.467473,90.203054,3059.000000,0.000000,0.011610,117980567.815206,0.000000
6.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.500000,2.500000,74.984635,54.938411,1562.000000,0.000000,0.024844,43764319.880287,0.000000
6.500000,3.500000,141.794962,155.346824,4248.000000,0.000000,0.005876,349923217.508666,0.000000
6.500000,4.500000,135.604776,147.138568,4481.000000,0.000000,0.006264,313921495.723743,0.000000
6.500000,5.500000,119.206155,130.856163,4322.000000,0.000000,0.006962,248288362.352195,0.000000
6.500000,6.500000,129.389176,140.826320,4250.000000,0.000000,0.006524,287564758.442519,0.000000
6.500000,7.500000,110.597136,115.445795,3701.000000,0.000000,0.008298,193252106.938608,0.000000
6.500000,8.500000,169.990479,188.450747,3886.000000,0.000000,0.004787,514948420.327275,0.000000

7.500000,0.500000,169.990479,188.450747,3886.000000,0.000000,0.004787,514948420.327275,0.000000
7.500000,1.500000,131.409597,143.558162,4043.000000,0.000000,0.006376,298829713.519867,0.000000
