#x,y,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,norm_mean
0.500000,0.500000,0.000000,0.000000,0.000000,311437.000000,0.000000,0.000000,0.000000
0.500000,1.500000,0.000000,0.000000,0.000000,52360.000000,0.000000,0.000000,0.000000
0.500000,2.500000,0.000000,0.000000,0.000000,10485.000000,0.000000,0.000000,0.000000
0.500000,3.500000,0.000000,0.000000,0.000000,2484.000000,0.000000,0.000000,0.000000
0.500000,4.500000,0.000000,0.000000,0.000000,757.000000,0.000000,0.000000,0.000000
0.500000,5.500000,0.000000,0.000000,0.000000,282.000000,0.000000,0.000000,0.000000
0.500000,6.500000,0.000000,0.000000,0.000000,140.000000,0.000000,0.000000,0.000000
0.500000,7.500000,0.000000,0.000000,0.000000,64.000000,0.000000,0.000000,0.000000
0.500000,8.500000,0.000000,0.000000,0.000000,33.000000,0.000000,0.000000,0.000000

1.500000,0.500000,0.000000,0.000000,0.000000,33.000000,0.000000,0.000000,0.000000
1.500000,1.500000,0.000000,0.000000,0.000000,22.000000,0.000000,0.000000,0.000000
1.500000,2.500000,0.000000,0.000000,0.000000,17.000000,0.000000,0.000000,0.000000
1.500000,3.500000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
1.500000,4.500000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000
1.500000,5.500000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000
1.500000,6.500000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000
1.500000,7.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
1.500000,8.500000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000

2.500000,0.500000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000
2.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,2.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
2.500000,3.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.500000,4.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
