#channel,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,rate_per_channel,gain_constant,normalized_rate
1,1592.390333,37.541106,1924.000000,65596.000000,1.129888,20435352.376670,0.756769,16,0.000000
2,45.019508,31.215557,1179.000000,11625.000000,0.046202,14128959.282496,0.463737,13,0.000000
3,47.812388,31.045166,1114.000000,3811.000000,0.049608,13975133.699464,0.438171,18,0.000000
4,47.815227,33.585687,1077.000000,1480.000000,0.042389,16355976.173542,0.423617,15,0.000000
5,45.236453,31.045355,1015.000000,584.000000,0.046935,13975303.589022,0.399231,17,0.000000
6,45.915477,29.322135,911.000000,258.000000,0.053403,12466920.011664,0.358325,19,0.000000
7,48.863071,27.331666,723.000000,111.000000,0.065411,10831789.678782,0.284378,10,0.000000
8,47.926606,27.128061,763.000000,62.000000,0.065124,10671009.703368,0.300112,10,0.000000
9,46.643007,33.390235,1902.000000,38.000000,0.041836,16166162.843833,0.748116,11,0.000000
10,47.575439,34.636280,1995.000000,17.000000,0.039657,17395242.230137,0.784695,20,0.000000
11,49.604909,38.533054,2078.000000,16.000000,0.033409,21529545.781532,0.817342,17,0.000000
12,47.829657,35.725573,1632.000000,8.000000,0.037475,18506590.286038,0.641916,16,0.000000
13,52.534548,38.662310,1317.000000,7.000000,0.035145,21674226.523777,0.518017,13,0.000000
14,53.299543,36.423182,1095.000000,5.000000,0.040176,19236398.512958,0.430697,14,0.000000
15,48.569721,29.632747,1004.000000,3.000000,0.055312,12732445.949271,0.394904,15,0.000000
16,54.728376,30.284598,659.000000,1.000000,0.059672,13298774.659725,0.259205,16,0.000000
17,54.861521,45.075421,1762.000000,2.000000,0.027002,29461006.277692,0.693049,17,0.000000
18,51.737554,40.852080,2069.000000,3.000000,0.031001,24198940.615933,0.813802,18,0.000000
19,59.668629,45.734297,1699.000000,0.000000,0.028527,30328575.838503,0.668269,19,0.000000
20,53.420875,35.048014,1188.000000,1.000000,0.043489,17811267.384847,0.467277,20,0.000000
21,58.169074,41.008499,1177.000000,0.000000,0.034590,24384606.318788,0.462951,11,0.000000
22,53.583916,35.061484,1144.000000,1.000000,0.043589,17824960.829380,0.449971,12,0.000000
23,53.209333,29.959754,750.000000,0.000000,0.059280,13015009.270222,0.294998,13,0.000000
24,54.572115,26.479212,416.000000,0.000000,0.077832,10166655.360115,0.163626,14,0.000000
25,56.481576,43.787469,1574.000000,0.000000,0.029458,27801465.058794,0.619103,15,0.000000
26,58.750000,46.689234,1796.000000,0.000000,0.026951,31608326.767817,0.706422,16,0.000000
27,57.650465,42.253008,1399.000000,0.000000,0.032291,25887092.294046,0.550270,17,0.000000
28,55.790622,36.989028,1237.000000,0.000000,0.040777,19838728.522797,0.486550,12,0.000000
29,68.858931,38.917118,879.000000,0.000000,0.045465,21960860.474658,0.345738,14,0.000000
30,61.997650,38.444796,851.000000,0.000000,0.041947,21431033.997468,0.334725,16,0.000000
31,58.916382,31.527195,586.000000,0.000000,0.059274,14412477.968584,0.230492,11,0.000000
32,57.608571,25.787338,350.000000,0.000000,0.086631,9642308.363265,0.137666,12,0.000000
33,66.358531,46.066558,1389.000000,0.000000,0.031270,30770852.444461,0.546337,14,0.000000
34,68.946159,49.228440,1393.000000,0.000000,0.028450,35139870.027504,0.547910,16,0.000000
35,65.878485,45.191399,1399.000000,0.000000,0.032258,29612807.337110,0.550270,15,0.000000
36,60.833195,38.688773,1205.000000,0.000000,0.040642,21703906.511940,0.473964,16,0.000000
37,65.443558,43.193638,877.000000,0.000000,0.035077,27052510.391625,0.344951,12,0.000000
38,65.647420,41.773988,814.000000,0.000000,0.037619,25303458.524501,0.320171,14,0.000000
39,65.100870,40.590643,575.000000,0.000000,0.039513,23890203.771645,0.226165,11,0.000000
40,56.427617,28.510690,449.000000,0.000000,0.069419,11786462.170327,0.176606,10,0.000000
41,83.800712,58.335706,1124.000000,0.000000,0.024625,49344291.558491,0.442104,11,0.000000
42,78.973314,59.539753,1349.000000,0.000000,0.022277,51402242.453433,0.530604,13,0.000000
43,86.866368,54.283817,1115.000000,0.000000,0.029479,42727625.818335,0.438564,15,0.000000
44,68.491154,47.939556,1187.000000,0.000000,0.029802,33323915.356548,0.466884,16,0.000000
45,71.809836,45.836308,915.000000,0.000000,0.034179,30464023.187315,0.359898,15,0.000000
46,200.969262,213.907910,3969.000000,0.000000,0.004392,663470615.425570,1.561131,16,0.000000
47,60.071429,26.762512,350.000000,0.000000,0.083871,10385364.591837,0.137666,17,0.000000
48,134.033967,136.702510,3474.000000,0.000000,0.007172,270969856.040049,1.366432,17,0.000000
49,516.357829,442.110083,3851.000000,0.000000,0.002642,2834189221.297340,1.514718,14,0.000000
50,480.877803,415.884557,4370.000000,0.000000,0.002780,2507919484.858171,1.718857,10,0.000000
51,471.549600,410.342550,4123.000000,0.000000,0.002800,2441524625.224153,1.621704,15,0.000000
52,438.491807,382.619402,4089.000000,0.000000,0.002995,2122765297.785616,1.608331,12,0.000000
53,421.209993,384.259033,4243.000000,0.000000,0.002853,2140997564.576089,1.668903,13,0.000000
54,394.746087,375.853121,4281.000000,0.000000,0.002794,2048350744.091560,1.683850,14,0.000000
55,395.082674,374.452963,4173.000000,0.000000,0.002818,2033117810.908614,1.641370,15,0.000000
56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0.000000
57,302.692966,301.852987,3625.000000,0.000000,0.003322,1321170773.082483,1.425825,17,0.000000
58,129.094462,135.011197,3250.000000,0.000000,0.007082,264306339.078296,1.278326,13,0.000000
59,131.298985,127.952201,2659.000000,0.000000,0.008020,237390604.345711,1.045867,17,0.000000
60,125.029304,117.538431,2730.000000,0.000000,0.009050,200321598.537482,1.073794,16,0.000000
61,124.571618,130.219671,3009.000000,0.000000,0.007346,245878860.363962,1.183533,11,0.000000
62,116.284137,119.177331,2717.000000,0.000000,0.008187,205946924.317764,1.068680,12,0.000000
63,119.162641,115.435917,2484.000000,0.000000,0.008942,193219039.552978,0.977034,13,0.000000
64,105.579489,96.750823,2623.000000,0.000000,0.011279,135730465.520196,1.031707,16,0.000000
